query_title,timestamp,duration_s,message_count,llm_model,has_window,has_grayscale,resize_width_lbound,resize_width_rbound,resize_height_lbound,resize_height_rbound,brand_accuracy,color_accuracy,plate_accuracy,avg_llm_time_ms,avg_e2e_ms,avg_decode_ms,avg_resize_ms,avg_llm_op_ms,avg_grayscale_ms,pipeline_nodes
Set Bounding Boxes (Window),2026-05-01T13:08:30.742Z,2300.28,200,qwen2.5-vl-3b,true,false,,,,,,549.1596133708954,890837.9548999999,,,,,Source -> Decode -> Frame Batcher -> Llm -> Window -> Aggr -> Sink
Dig Bounding Boxes (Window),2026-05-01T13:46:11.197Z,2256.92,200,qwen2.5-vl-3b,true,false,,,,,,538.3109290599823,881662.3790499998,,,,,Source -> Decode -> Frame Batcher -> Llm -> Window -> Aggr -> Sink
Optimized Repeated Spikers (G+R854),2026-05-01T13:52:15.814Z,360.59,36,qwen2.5-vl-3b,true,true,854,480,,,,361.30545602904425,97245.26388888889,,,,,Source -> Decode -> Grayscale -> Resize -> Llm -> Window -> Filter -> Aggr -> Sink
Optimized Repeated Setters (G+R854),2026-05-01T13:53:31.079Z,71.44,0,qwen2.5-vl-3b,true,true,854,480,,,,,,,,,,Source -> Decode -> Grayscale -> Resize -> Llm -> Window -> Filter -> Aggr -> Sink
Optimized Repeated Spikers (G+R854),2026-05-01T14:19:19.189Z,1568.16,204,qwen2.5-vl-3b,true,true,854,480,,,,356.7354374072131,611893.0203431373,,,,,Source -> Decode -> Grayscale -> Resize -> Llm -> Window -> Filter -> Aggr -> Sink
Optimized Repeated Setters (G+R854),2026-05-01T14:44:09.415Z,1486.70,200,qwen2.5-vl-3b,true,true,854,480,,,,345.3780248761177,498947.30345000024,,,,,Source -> Decode -> Grayscale -> Resize -> Llm -> Window -> Filter -> Aggr -> Sink
Optimized Repeated Blockers (G+R854),2026-05-01T14:45:33.072Z,80.07,0,qwen2.5-vl-3b,true,true,854,480,,,,,,,,,,Source -> Decode -> Grayscale -> Resize -> Llm -> Window -> Filter -> Aggr -> Sink
Optimized Repeated Diggers (G+R854),2026-05-01T14:46:57.361Z,79.46,0,qwen2.5-vl-3b,true,true,854,480,,,,,,,,,,Source -> Decode -> Grayscale -> Resize -> Llm -> Window -> Filter -> Aggr -> Sink
Optimized Motion Category (R480),2026-05-01T14:48:04.423Z,62.60,0,qwen2.5-vl-3b,true,false,480,270,,,,,,,,,,Source -> Decode -> Resize -> Llm -> Window -> Aggr -> Sink
Optimized Players Moving (R480),2026-05-01T14:49:04.720Z,54.92,0,qwen2.5-vl-3b,true,false,480,270,,,,,,,,,,Source -> Decode -> Resize -> Llm -> Window -> Aggr -> Sink
Optimized Players Standing (R480),2026-05-01T14:50:03.818Z,54.29,0,qwen2.5-vl-3b,true,false,480,270,,,,,,,,,,Source -> Decode -> Resize -> Llm -> Window -> Aggr -> Sink
Optimized Players Jumping (R480),2026-05-01T14:50:58.433Z,49.83,0,qwen2.5-vl-3b,true,false,480,270,,,,,,,,,,Source -> Decode -> Resize -> Llm -> Window -> Aggr -> Sink
Optimized Top Actions (R854),2026-05-01T14:51:54.276Z,51.07,0,qwen2.5-vl-3b,true,false,854,480,,,,,,,,,,Source -> Decode -> Resize -> Llm -> Window -> Aggr -> Sink
Optimized Spike Count (R854),2026-05-01T14:52:49.278Z,50.03,0,qwen2.5-vl-3b,true,false,854,480,,,,,,,,,,Source -> Decode -> Resize -> Llm -> Window -> Aggr -> Sink
Optimized Set Count (R854),2026-05-01T14:53:44.851Z,50.70,0,qwen2.5-vl-3b,true,false,854,480,,,,,,,,,,Source -> Decode -> Resize -> Llm -> Window -> Aggr -> Sink
Optimized Block Count (R854),2026-05-01T14:54:44.223Z,54.48,0,qwen2.5-vl-3b,true,false,854,480,,,,,,,,,,Source -> Decode -> Resize -> Llm -> Window -> Aggr -> Sink
Optimized Set->Spike Events (R854),2026-05-01T14:55:40.880Z,51.81,0,qwen2.5-vl-3b,true,false,854,480,,,,,,,,,,Source -> Decode -> Resize -> Llm -> Window -> Aggr -> Sink
Optimized Set->Block Events (R854),2026-05-01T14:56:34.614Z,50.99,0,qwen2.5-vl-3b,true,false,854,480,,,,,,,,,,Source -> Decode -> Resize -> Llm -> Window -> Aggr -> Sink
Optimized Dig->Set Events (R854),2026-05-01T14:57:29.481Z,49.99,0,qwen2.5-vl-3b,true,false,854,480,,,,,,,,,,Source -> Decode -> Resize -> Llm -> Window -> Aggr -> Sink
Optimized Jump->Spike Events (R854),2026-05-01T14:58:25.316Z,51.05,0,qwen2.5-vl-3b,true,false,854,480,,,,,,,,,,Source -> Decode -> Resize -> Llm -> Window -> Aggr -> Sink
Optimized Spike Bounding Boxes (R960+B3+W20),2026-05-01T14:59:25.427Z,55.16,0,qwen2.5-vl-3b,true,false,960,540,,,,,,,,,,Source -> Decode -> Resize -> Frame Batcher -> Llm -> Window -> Aggr -> Sink
Optimized Block Bounding Boxes (R960+B3+W20),2026-05-01T15:00:25.638Z,55.20,0,qwen2.5-vl-3b,true,false,960,540,,,,,,,,,,Source -> Decode -> Resize -> Frame Batcher -> Llm -> Window -> Aggr -> Sink
Optimized Set Bounding Boxes (R960+B3+W20),2026-05-01T15:01:28.107Z,57.29,0,qwen2.5-vl-3b,true,false,960,540,,,,,,,,,,Source -> Decode -> Resize -> Frame Batcher -> Llm -> Window -> Aggr -> Sink
Optimized Dig Bounding Boxes (R960+B3+W20),2026-05-01T15:02:27.377Z,54.42,0,qwen2.5-vl-3b,true,false,960,540,,,,,,,,,,Source -> Decode -> Resize -> Frame Batcher -> Llm -> Window -> Aggr -> Sink
Optimized Repeated Blockers (G+R854),2026-05-01T15:43:42.570Z,1715.44,200,qwen2.5-vl-3b,true,true,854,480,,,,394.24846374988556,385055.68645000004,,,,,Source -> Decode -> Grayscale -> Resize -> Llm -> Window -> Filter -> Aggr -> Sink
Optimized Repeated Diggers (G+R854),2026-05-01T16:09:24.225Z,1533.98,200,qwen2.5-vl-3b,true,true,854,480,,,,352.43715608119965,542038.21175,,,,,Source -> Decode -> Grayscale -> Resize -> Llm -> Window -> Filter -> Aggr -> Sink
Optimized Motion Category (R480),2026-05-01T16:30:01.301Z,1233.22,200,qwen2.5-vl-3b,true,false,480,270,,,,279.1142373085022,362571.89795,,,,,Source -> Decode -> Resize -> Llm -> Window -> Aggr -> Sink
Optimized Players Moving (R480),2026-05-01T16:39:21.816Z,556.99,81,qwen2.5-vl-3b,true,false,480,270,,,,250.01436987040955,131981.27654320985,,,,,Source -> Decode -> Resize -> Llm -> Window -> Aggr -> Sink
Optimized Players Standing (R480),2026-05-01T16:40:11.832Z,46.15,0,qwen2.5-vl-3b,true,false,480,270,,,,,,,,,,Source -> Decode -> Resize -> Llm -> Window -> Aggr -> Sink
Optimized Players Moving (R480),2026-05-01T16:41:29.822Z,54.08,0,qwen2.5-vl-3b,true,false,480,270,,,,,,,,,,Source -> Decode -> Resize -> Llm -> Window -> Aggr -> Sink
Optimized Players Standing (R480),2026-05-01T16:42:08.177Z,35.55,0,qwen2.5-vl-3b,true,false,480,270,,,,,,,,,,Source -> Decode -> Resize -> Llm -> Window -> Aggr -> Sink
Optimized Players Jumping (R480),2026-05-01T16:42:49.951Z,37.02,0,qwen2.5-vl-3b,true,false,480,270,,,,,,,,,,Source -> Decode -> Resize -> Llm -> Window -> Aggr -> Sink
Optimized Top Actions (R854),2026-05-01T16:43:29.379Z,34.40,0,qwen2.5-vl-3b,true,false,854,480,,,,,,,,,,Source -> Decode -> Resize -> Llm -> Window -> Aggr -> Sink
Optimized Spike Count (R854),2026-05-01T16:44:07.101Z,34.92,0,qwen2.5-vl-3b,true,false,854,480,,,,,,,,,,Source -> Decode -> Resize -> Llm -> Window -> Aggr -> Sink
Optimized Set Count (R854),2026-05-01T16:44:46.244Z,36.09,0,qwen2.5-vl-3b,true,false,854,480,,,,,,,,,,Source -> Decode -> Resize -> Llm -> Window -> Aggr -> Sink
Optimized Block Count (R854),2026-05-01T16:45:25.977Z,34.69,0,qwen2.5-vl-3b,true,false,854,480,,,,,,,,,,Source -> Decode -> Resize -> Llm -> Window -> Aggr -> Sink
Optimized Set->Spike Events (R854),2026-05-01T16:46:03.316Z,34.50,0,qwen2.5-vl-3b,true,false,854,480,,,,,,,,,,Source -> Decode -> Resize -> Llm -> Window -> Aggr -> Sink
Optimized Set->Block Events (R854),2026-05-01T16:46:44.473Z,36.13,0,qwen2.5-vl-3b,true,false,854,480,,,,,,,,,,Source -> Decode -> Resize -> Llm -> Window -> Aggr -> Sink
Optimized Dig->Set Events (R854),2026-05-01T16:47:25.285Z,36.05,0,qwen2.5-vl-3b,true,false,854,480,,,,,,,,,,Source -> Decode -> Resize -> Llm -> Window -> Aggr -> Sink
Optimized Jump->Spike Events (R854),2026-05-01T16:48:07.497Z,37.19,0,qwen2.5-vl-3b,true,false,854,480,,,,,,,,,,Source -> Decode -> Resize -> Llm -> Window -> Aggr -> Sink
Optimized Spike Bounding Boxes (R960+B3+W20),2026-05-01T16:48:46.577Z,34.31,0,qwen2.5-vl-3b,true,false,960,540,,,,,,,,,,Source -> Decode -> Resize -> Frame Batcher -> Llm -> Window -> Aggr -> Sink
Optimized Block Bounding Boxes (R960+B3+W20),2026-05-01T16:49:24.348Z,34.94,0,qwen2.5-vl-3b,true,false,960,540,,,,,,,,,,Source -> Decode -> Resize -> Frame Batcher -> Llm -> Window -> Aggr -> Sink
Optimized Set Bounding Boxes (R960+B3+W20),2026-05-01T16:50:03.156Z,36.01,0,qwen2.5-vl-3b,true,false,960,540,,,,,,,,,,Source -> Decode -> Resize -> Frame Batcher -> Llm -> Window -> Aggr -> Sink
Optimized Dig Bounding Boxes (R960+B3+W20),2026-05-01T16:50:42.967Z,35.08,0,qwen2.5-vl-3b,true,false,960,540,,,,,,,,,,Source -> Decode -> Resize -> Frame Batcher -> Llm -> Window -> Aggr -> Sink
Optimized Players Moving (R480),2026-05-01T17:45:04.216Z,1056.28,200,qwen2.5-vl-3b,true,false,480,270,,,,229.3917853832245,216368.91494999998,,,,,Source -> Decode -> Resize -> Llm -> Window -> Aggr -> Sink
Optimized Players Standing (R480),2026-05-01T18:04:49.090Z,1180.79,200,qwen2.5-vl-3b,true,false,480,270,,,,258.2385697364807,326165.2149499999,,,,,Source -> Decode -> Resize -> Llm -> Window -> Aggr -> Sink
Optimized Players Jumping (R480),2026-05-01T18:24:23.856Z,1170.92,200,qwen2.5-vl-3b,true,false,480,270,,,,255.02426689863205,334361.0986999999,,,,,Source -> Decode -> Resize -> Llm -> Window -> Aggr -> Sink
Optimized Top Actions (R854),2026-05-01T18:52:08.474Z,1660.85,200,qwen2.5-vl-3b,true,false,854,480,,,,379.29981023073196,564494.4142,,,,,Source -> Decode -> Resize -> Llm -> Window -> Aggr -> Sink
Optimized Spike Count (R854),2026-05-01T19:21:23.313Z,1751.13,200,qwen2.5-vl-3b,true,false,854,480,,,,400.823829472065,597755.1691999999,,,,,Source -> Decode -> Resize -> Llm -> Window -> Aggr -> Sink
Optimized Set Count (R854),2026-05-01T19:48:49.424Z,1642.30,200,qwen2.5-vl-3b,true,false,854,480,,,,374.2721601128578,562050.6952999999,,,,,Source -> Decode -> Resize -> Llm -> Window -> Aggr -> Sink
Optimized Block Count (R854),2026-05-01T20:16:33.551Z,1660.45,200,qwen2.5-vl-3b,true,false,854,480,,,,377.0136970281601,572851.5508999999,,,,,Source -> Decode -> Resize -> Llm -> Window -> Aggr -> Sink
Optimized Set->Spike Events (R854),2026-05-01T20:17:46.996Z,69.66,0,qwen2.5-vl-3b,true,false,854,480,,,,,,,,,,Source -> Decode -> Resize -> Llm -> Window -> Aggr -> Sink
Optimized Set->Block Events (R854),2026-05-01T20:18:22.453Z,32.59,0,qwen2.5-vl-3b,true,false,854,480,,,,,,,,,,Source -> Decode -> Resize -> Llm -> Window -> Aggr -> Sink
Optimized Dig->Set Events (R854),2026-05-01T20:18:58.692Z,31.53,0,qwen2.5-vl-3b,true,false,854,480,,,,,,,,,,Source -> Decode -> Resize -> Llm -> Window -> Aggr -> Sink
Optimized Jump->Spike Events (R854),2026-05-01T20:19:35.017Z,31.62,0,qwen2.5-vl-3b,true,false,854,480,,,,,,,,,,Source -> Decode -> Resize -> Llm -> Window -> Aggr -> Sink
Optimized Spike Bounding Boxes (R960+B3+W20),2026-05-01T20:20:11.903Z,32.12,0,qwen2.5-vl-3b,true,false,960,540,,,,,,,,,,Source -> Decode -> Resize -> Frame Batcher -> Llm -> Window -> Aggr -> Sink
Optimized Block Bounding Boxes (R960+B3+W20),2026-05-01T20:20:49.522Z,32.86,0,qwen2.5-vl-3b,true,false,960,540,,,,,,,,,,Source -> Decode -> Resize -> Frame Batcher -> Llm -> Window -> Aggr -> Sink
Optimized Set Bounding Boxes (R960+B3+W20),2026-05-01T20:21:25.775Z,33.46,0,qwen2.5-vl-3b,true,false,960,540,,,,,,,,,,Source -> Decode -> Resize -> Frame Batcher -> Llm -> Window -> Aggr -> Sink
Optimized Dig Bounding Boxes (R960+B3+W20),2026-05-01T20:22:04.950Z,34.46,0,qwen2.5-vl-3b,true,false,960,540,,,,,,,,,,Source -> Decode -> Resize -> Frame Batcher -> Llm -> Window -> Aggr -> Sink
Optimized Set->Spike Events (R854),2026-05-01T21:38:45.045Z,1610.77,200,qwen2.5-vl-3b,true,false,854,480,,,,380.78675919771194,579651.1445500001,,,,,Source -> Decode -> Resize -> Llm -> Window -> Aggr -> Sink
Optimized Set->Block Events (R854),2026-05-01T22:05:46.478Z,1617.47,200,qwen2.5-vl-3b,true,false,854,480,,,,375.89637833833694,580157.5540999998,,,,,Source -> Decode -> Resize -> Llm -> Window -> Aggr -> Sink
Optimized Dig->Set Events (R854),2026-05-01T22:32:12.095Z,1581.88,200,qwen2.5-vl-3b,true,false,854,480,,,,367.501196205616,550533.93945,,,,,Source -> Decode -> Resize -> Llm -> Window -> Aggr -> Sink
Optimized Jump->Spike Events (R854),2026-05-01T22:58:39.978Z,1584.26,200,qwen2.5-vl-3b,true,false,854,480,,,,368.3724232316017,549758.5873499999,,,,,Source -> Decode -> Resize -> Llm -> Window -> Aggr -> Sink
Optimized Spike Bounding Boxes (R960+B3+W20),2026-05-01T23:23:44.366Z,1500.80,200,qwen2.5-vl-3b,true,false,960,540,,,,348.71060943603516,518766.97744999995,,,,,Source -> Decode -> Resize -> Frame Batcher -> Llm -> Window -> Aggr -> Sink
Optimized Block Bounding Boxes (R960+B3+W20),2026-05-01T23:47:47.200Z,1439.19,200,qwen2.5-vl-3b,true,false,960,540,,,,333.08955514431,487377.8796,,,,,Source -> Decode -> Resize -> Frame Batcher -> Llm -> Window -> Aggr -> Sink
Optimized Set Bounding Boxes (R960+B3+W20),2026-05-02T00:11:30.483Z,1419.67,200,qwen2.5-vl-3b,true,false,960,540,,,,328.20407474040985,474107.6165999999,,,,,Source -> Decode -> Resize -> Frame Batcher -> Llm -> Window -> Aggr -> Sink
Optimized Dig Bounding Boxes (R960+B3+W20),2026-05-02T00:13:01.625Z,87.50,0,qwen2.5-vl-3b,true,false,960,540,,,,,,,,,,Source -> Decode -> Resize -> Frame Batcher -> Llm -> Window -> Aggr -> Sink
Optimized Dig Bounding Boxes (R960+B3+W20),2026-05-02T05:28:26.247Z,1533.26,205,qwen2.5-vl-3b,true,false,960,540,,,,357.61204277596823,17641226.090243895,,,,,Source -> Decode -> Resize -> Frame Batcher -> Llm -> Window -> Aggr -> Sink
