query,target,window,pred,gt,signed_score_pct,direction
Optimized Block Count (R854),blocking,40,20,0,+100.0,over
Optimized Block Count (R854),blocking,41,20,0,+100.0,over
Optimized Block Count (R854),blocking,42,20,0,+100.0,over
Optimized Block Count (R854),blocking,43,20,0,+100.0,over
Optimized Block Count (R854),blocking,44,20,0,+100.0,over
Optimized Block Count (R854),blocking,45,20,0,+100.0,over
Optimized Block Count (R854),blocking,46,20,0,+100.0,over
Optimized Block Count (R854),blocking,47,20,0,+100.0,over
Optimized Block Count (R854),blocking,48,20,0,+100.0,over
Optimized Block Count (R854),blocking,49,20,0,+100.0,over
Optimized Block Count (R854),blocking,50,20,0,+100.0,over
Optimized Block Count (R854),blocking,51,20,5,+60.0,over
Optimized Block Count (R854),blocking,52,20,15,+14.3,over
Optimized Block Count (R854),blocking,53,20,0,+100.0,over
Optimized Block Count (R854),blocking,54,20,0,+100.0,over
Optimized Block Count (R854),blocking,55,20,0,+100.0,over
Optimized Block Count (R854),blocking,56,20,0,+100.0,over
Optimized Block Count (R854),blocking,57,20,2,+81.8,over
Optimized Block Count (R854),blocking,58,20,18,+5.3,over
Optimized Block Count (R854),blocking,59,20,0,+100.0,over
Optimized Block Count (R854),blocking,60,20,0,+100.0,over
Optimized Block Count (R854),blocking,61,20,0,+100.0,over
Optimized Block Count (R854),blocking,62,20,20,+0.0,exact
Optimized Block Count (R854),blocking,63,20,0,+100.0,over
Optimized Block Count (R854),blocking,64,20,0,+100.0,over
Optimized Block Count (R854),blocking,65,20,0,+100.0,over
Optimized Block Count (R854),blocking,66,20,0,+100.0,over
Optimized Block Count (R854),blocking,67,20,0,+100.0,over
Optimized Block Count (R854),blocking,68,20,0,+100.0,over
Optimized Block Count (R854),blocking,69,20,0,+100.0,over
Optimized Block Count (R854),blocking,70,20,0,+100.0,over
Optimized Block Count (R854),blocking,71,20,0,+100.0,over
Optimized Block Count (R854),blocking,72,20,15,+14.3,over
Optimized Block Count (R854),blocking,73,20,5,+60.0,over
Optimized Block Count (R854),blocking,74,20,0,+100.0,over
Optimized Block Count (R854),blocking,75,20,0,+100.0,over
Optimized Block Count (R854),blocking,76,20,0,+100.0,over
Optimized Block Count (R854),blocking,77,20,0,+100.0,over
Optimized Block Count (R854),blocking,78,20,0,+100.0,over
Optimized Block Count (R854),blocking,79,20,0,+100.0,over
Optimized Block Count (R854),blocking,80,20,0,+100.0,over
Optimized Block Count (R854),blocking,81,20,0,+100.0,over
Optimized Block Count (R854),blocking,82,20,0,+100.0,over
Optimized Block Count (R854),blocking,83,20,0,+100.0,over
Optimized Block Count (R854),blocking,84,20,9,+37.9,over
Optimized Block Count (R854),blocking,85,20,11,+29.0,over
Optimized Block Count (R854),blocking,86,20,0,+100.0,over
Optimized Block Count (R854),blocking,87,20,0,+100.0,over
Optimized Block Count (R854),blocking,88,20,0,+100.0,over
Optimized Block Count (R854),blocking,89,20,0,+100.0,over
Optimized Block Count (R854),blocking,90,20,0,+100.0,over
Optimized Block Count (R854),blocking,91,20,0,+100.0,over
Optimized Block Count (R854),blocking,92,20,0,+100.0,over
Optimized Block Count (R854),blocking,93,20,0,+100.0,over
Optimized Block Count (R854),blocking,94,20,4,+66.7,over
Optimized Block Count (R854),blocking,95,20,16,+11.1,over
Optimized Block Count (R854),blocking,96,20,0,+100.0,over
Optimized Block Count (R854),blocking,97,20,0,+100.0,over
Optimized Block Count (R854),blocking,98,20,0,+100.0,over
Optimized Block Count (R854),blocking,99,20,0,+100.0,over
Optimized Block Count (R854),blocking,100,20,0,+100.0,over
Optimized Block Count (R854),blocking,101,20,0,+100.0,over
Optimized Block Count (R854),blocking,102,20,0,+100.0,over
Optimized Block Count (R854),blocking,103,20,0,+100.0,over
Optimized Block Count (R854),blocking,104,20,0,+100.0,over
Optimized Block Count (R854),blocking,105,20,19,+2.6,over
Optimized Block Count (R854),blocking,106,20,1,+90.5,over
Optimized Block Count (R854),blocking,107,20,0,+100.0,over
Optimized Block Count (R854),blocking,108,20,0,+100.0,over
Optimized Block Count (R854),blocking,109,20,0,+100.0,over
Optimized Block Count (R854),blocking,110,20,0,+100.0,over
Optimized Block Count (R854),blocking,111,20,0,+100.0,over
Optimized Block Count (R854),blocking,112,20,0,+100.0,over
Optimized Block Count (R854),blocking,113,20,0,+100.0,over
Optimized Block Count (R854),blocking,114,20,0,+100.0,over
Optimized Block Count (R854),blocking,115,20,0,+100.0,over
Optimized Block Count (R854),blocking,116,20,0,+100.0,over
Optimized Block Count (R854),blocking,117,20,0,+100.0,over
Optimized Block Count (R854),blocking,118,20,0,+100.0,over
Optimized Block Count (R854),blocking,119,20,0,+100.0,over
Optimized Block Count (R854),blocking,120,20,0,+100.0,over
Optimized Block Count (R854),blocking,121,20,0,+100.0,over
Optimized Block Count (R854),blocking,122,20,0,+100.0,over
Optimized Block Count (R854),blocking,123,20,10,+33.3,over
Optimized Block Count (R854),blocking,124,20,10,+33.3,over
Optimized Block Count (R854),blocking,125,20,0,+100.0,over
Optimized Block Count (R854),blocking,126,20,0,+100.0,over
Optimized Block Count (R854),blocking,127,20,0,+100.0,over
Optimized Block Count (R854),blocking,128,20,0,+100.0,over
Optimized Block Count (R854),blocking,129,20,7,+48.1,over
Optimized Block Count (R854),blocking,130,20,13,+21.2,over
Optimized Block Count (R854),blocking,131,20,0,+100.0,over
Optimized Block Count (R854),blocking,132,20,0,+100.0,over
Optimized Block Count (R854),blocking,133,20,5,+60.0,over
Optimized Block Count (R854),blocking,134,20,15,+14.3,over
Optimized Block Count (R854),blocking,135,20,0,+100.0,over
Optimized Block Count (R854),blocking,136,20,0,+100.0,over
Optimized Block Count (R854),blocking,137,20,0,+100.0,over
Optimized Block Count (R854),blocking,138,20,0,+100.0,over
Optimized Block Count (R854),blocking,139,20,0,+100.0,over
Optimized Block Count (R854),blocking,140,20,0,+100.0,over
Optimized Block Count (R854),blocking,141,20,0,+100.0,over
Optimized Block Count (R854),blocking,142,20,0,+100.0,over
Optimized Block Count (R854),blocking,143,20,0,+100.0,over
Optimized Block Count (R854),blocking,144,20,0,+100.0,over
Optimized Block Count (R854),blocking,145,20,0,+100.0,over
Optimized Block Count (R854),blocking,146,20,0,+100.0,over
Optimized Block Count (R854),blocking,147,20,0,+100.0,over
Optimized Block Count (R854),blocking,148,20,0,+100.0,over
Optimized Block Count (R854),blocking,149,20,0,+100.0,over
Optimized Block Count (R854),blocking,150,20,17,+8.1,over
Optimized Block Count (R854),blocking,151,20,3,+73.9,over
Optimized Block Count (R854),blocking,152,20,16,+11.1,over
Optimized Block Count (R854),blocking,153,20,4,+66.7,over
Optimized Block Count (R854),blocking,154,20,0,+100.0,over
Optimized Block Count (R854),blocking,155,20,0,+100.0,over
Optimized Block Count (R854),blocking,156,20,14,+17.6,over
Optimized Block Count (R854),blocking,157,20,6,+53.8,over
Optimized Block Count (R854),blocking,158,20,0,+100.0,over
Optimized Block Count (R854),blocking,159,20,0,+100.0,over
Optimized Block Count (R854),blocking,160,20,0,+100.0,over
Optimized Block Count (R854),blocking,161,20,0,+100.0,over
Optimized Block Count (R854),blocking,162,20,0,+100.0,over
Optimized Block Count (R854),blocking,163,20,0,+100.0,over
Optimized Block Count (R854),blocking,164,20,10,+33.3,over
Optimized Block Count (R854),blocking,165,20,10,+33.3,over
Optimized Block Count (R854),blocking,166,20,0,+100.0,over
Optimized Block Count (R854),blocking,167,20,0,+100.0,over
Optimized Block Count (R854),blocking,168,20,0,+100.0,over
Optimized Block Count (R854),blocking,169,20,0,+100.0,over
Optimized Block Count (R854),blocking,170,20,0,+100.0,over
Optimized Block Count (R854),blocking,171,20,0,+100.0,over
Optimized Block Count (R854),blocking,172,20,0,+100.0,over
Optimized Block Count (R854),blocking,173,20,0,+100.0,over
Optimized Block Count (R854),blocking,174,20,5,+60.0,over
Optimized Block Count (R854),blocking,175,20,15,+14.3,over
Optimized Block Count (R854),blocking,176,20,4,+66.7,over
Optimized Block Count (R854),blocking,177,20,16,+11.1,over
Optimized Block Count (R854),blocking,178,20,0,+100.0,over
Optimized Block Count (R854),blocking,179,20,0,+100.0,over
Optimized Block Count (R854),blocking,180,20,0,+100.0,over
Optimized Block Count (R854),blocking,181,20,0,+100.0,over
Optimized Block Count (R854),blocking,182,20,0,+100.0,over
Optimized Block Count (R854),blocking,183,20,0,+100.0,over
Optimized Block Count (R854),blocking,184,20,0,+100.0,over
Optimized Block Count (R854),blocking,185,20,20,+0.0,exact
Optimized Block Count (R854),blocking,186,20,0,+100.0,over
Optimized Block Count (R854),blocking,187,20,19,+2.6,over
Optimized Block Count (R854),blocking,188,20,1,+90.5,over
Optimized Block Count (R854),blocking,189,20,18,+5.3,over
Optimized Block Count (R854),blocking,190,20,2,+81.8,over
Optimized Block Count (R854),blocking,191,20,0,+100.0,over
Optimized Block Count (R854),blocking,192,20,0,+100.0,over
Optimized Block Count (R854),blocking,193,20,0,+100.0,over
Optimized Block Count (R854),blocking,194,20,0,+100.0,over
Optimized Block Count (R854),blocking,195,20,0,+100.0,over
Optimized Block Count (R854),blocking,196,20,0,+100.0,over
Optimized Block Count (R854),blocking,197,20,14,+17.6,over
Optimized Block Count (R854),blocking,198,20,6,+53.8,over
Optimized Block Count (R854),blocking,199,20,0,+100.0,over
